position,name,profile_id,points,owner,year,week,gsis_id,birthdate
BN,Fozzy Whittaker,2540037,1.70,Brock,2016,1,00-0029731,2/2/1989
BN,Cordarrelle Patterson,2540145,2.80,Brock,2016,1,00-0030578,3/17/1991
BN,Paul Richardson,2543491,1.10,Brock,2016,1,00-0031257,4/13/1992
K,Roberto Aguayo,2555408,7.00,Brock,2016,1,00-0033102,5/17/1994
DEF,Arizona Cardinals,100026,5.00,Brock,2016,1
QB,Derek Carr,2543499,22.36,Michael,2016,1,00-0031280,3/28/1991
RB,Eddie Lacy,2540168,7.80,Michael,2016,1,00-0030485,6/2/1990
RB,Ezekiel Elliott,2555224,11.20,Michael,2016,1,00-0033045,7/22/1995
WR,Emmanuel Sanders,497322,4.90,Michael,2016,1,00-0027685,3/17/1987
WR,Larry Fitzgerald,2506106,20.10,Michael,2016,1,00-0022921,8/31/1983
TE,Charles Clay,2495139,4.00,Michael,2016,1,00-0028112,2/13/1989
Q/R/W/T,Andy Dalton,2495143,17.34,Michael,2016,1,00-0027973,10/29/1987
BN,Justin Forsett,927,5.60,Michael,2016,1,00-0026373,10/14/1985
BN,Rob Gronkowski,497240,0.00,Michael,2016,1,00-0027656,5/14/1989
BN,Kamar Aiken,2530660,1.40,Michael,2016,1,00-0028497,5/30/1989
BN,Blaine Gabbert,2495441,13.50,Michael,2016,1,00-0027948,10/15/1989
BN,Will Fuller,2555346,16.70,Michael,2016,1,00-0033127,4/16/1994
BN,Sterling Shepard,2555295,10.30,Michael,2016,1,00-0032385,2/10/1994
K,Sebastian Janikowski,2504257,7.00,Michael,2016,1,00-0019646,3/2/1978
DEF,Houston Texans,100013,9.00,Michael,2016,1
QB,Kirk Cousins,2532820,9.96,Matthew,2016,1,00-0029604,8/19/1988
RB,Spencer Ware,2540204,25.90,Matthew,2016,1,00-0030414,11/23/1991
RB,Jeremy Hill,2543603,9.10,Matthew,2016,1,00-0031301,10/20/1992
WR,Julio Jones,2495454,12.60,Matthew,2016,1,00-0027944,2/3/1989
WR,Brandin Cooks,2543498,27.40,Matthew,2016,1,00-0031236,9/25/1993
TE,Eric Ebron,2543466,10.60,Matthew,2016,1,00-0031387,4/10/1993
Q/R/W/T,Jordy Nelson,1032,9.20,Matthew,2016,1,00-0026176,5/31/1985
BN,Jamaal Charles,925,0.00,Matthew,2016,1,00-0026213,12/27/1986
BN,Eric Decker,497284,9.70,Matthew,2016,1,00-0027690,3/15/1987
BN,Charles Sims,2543770,10.10,Matthew,2016,1,00-0031390,9/19/1990
BN,Trevor Siemian,2553457,9.12,Matthew,2016,1,00-0032156,12/26/1991
BN,Giovani Bernard,2540156,3.00,Matthew,2016,1,00-0030456,11/22/1991
BN,Thomas Rawls,2553733,5.80,Matthew,2016,1,00-0031897,8/3/1993
K,Dan Bailey,2495259,15.00,Matthew,2016,1,00-0028660,1/26/1988
DEF,Kansas City Chiefs,100016,0.00,Matthew,2016,1
QB,Joe Flacco,382,12.02,Eric,2016,1,00-0026158,1/16/1985
RB,Lamar Miller,2533034,11.70,Eric,2016,1,00-0029615,4/25/1991
RB,C.J. Anderson,2540269,25.90,Eric,2016,1,00-0029854,2/10/1991
WR,Antonio Brown,2508061,24.60,Eric,2016,1,00-0027793,7/10/1988
WR,Sammy Watkins,2543457,4.30,Eric,2016,1,00-0031325,6/14/1993
TE,Coby Fleener,2532838,0.60,Eric,2016,1,00-0029697,9/20/1988
Q/R/W/T,Marcus Mariota,2552466,16.74,Eric,2016,1,00-0032268,10/30/1993
BN,Tim Hightower,4383,1.00,Eric,2016,1,00-0026289,5/23/1986
BN,Shane Vereen,2495473,6.10,Eric,2016,1,00-0027994,3/2/1989
BN,Case Keenum,2532888,2.20,Eric,2016,1,00-0028986,2/17/1988
BN,Pierre Garcon,2346,5.10,Eric,2016,1,00-0026345,8/8/1986
BN,Golden Tate,497326,4.30,Eric,2016,1,00-0027891,8/2/1988
BN,Vance McDonald,2540215,7.40,Eric,2016,1,00-0030470,6/13/1990
K,Justin Tucker,2536340,8.00,Eric,2016,1,00-0029597,11/21/1989
DEF,Baltimore Ravens,100002,7.00,Eric,2016,1
QB,Ben Roethlisberger,2506109,21.80,Daniel,2016,1,00-0022924,3/2/1982
RB,Rashad Jennings,71345,7.80,Daniel,2016,1,00-0027155,3/26/1985
RB,Melvin Gordon,2552469,17.70,Daniel,2016,1,00-0032144,4/13/1993
WR,Allen Robinson,2543509,7.20,Daniel,2016,1,00-0031428,8/24/1993
WR,Amari Cooper,2552487,15.70,Daniel,2016,1,00-0031544,6/17/1994
TE,Zach Ertz,2540158,5.80,Daniel,2016,1,00-0030061,11/10/1990
Q/R/W/T,Blake Bortles,2543477,15.00,Daniel,2016,1,00-0031407,4/28/1992
BN,Tony Romo,2505354,0.00,Daniel,2016,1,00-0021678,4/21/1980
BN,Carson Wentz,2555259,19.22,Daniel,2016,1,00-0032950,12/30/1992
BN,DeAndre Washington,2555464,2.40,Daniel,2016,1,00-0032940,2/22/1993
BN,T.J. Yeldon,2552471,12.90,Daniel,2016,1,00-0032209,10/2/1993
BN,John Brown,2543847,0.80,Daniel,2016,1,00-0031051,4/3/1990
BN,Tyler Eifert,2540148,0.00,Daniel,2016,1,00-0030549,9/8/1990
K,Adam Vinatieri,2503471,10.00,Daniel,2016,1,00-0016919,12/28/1972
DEF,Seattle Seahawks,100030,10.00,Daniel,2016,1
QB,Tyrod Taylor,2495240,5.54,joe,2016,1,00-0028118,8/3/1989
RB,Danny Woodhead,4327,18.00,joe,2016,1,00-0026019,1/25/1985
RB,Ryan Mathews,497188,13.70,joe,2016,1,00-0027864,10/10/1987
WR,Demaryius Thomas,497328,4.80,joe,2016,1,00-0027874,12/25/1987
WR,DeAndre Hopkins,2540165,11.40,joe,2016,1,00-0030564,6/6/1992
TE,Travis Kelce,2540258,7.40,joe,2016,1,00-0030506,10/5/1989
Q/R/W/T,Alex Smith,2506340,28.02,joe,2016,1,00-0023436,5/7/1984
BN,James Starks,497206,1.30,joe,2016,1,00-0027791,2/25/1986
BN,Jay Cutler,2495824,11.84,joe,2016,1,00-0024226,4/29/1983
BN,Ameer Abdullah,2552374,18.00,joe,2016,1,00-0032104,6/13/1993
BN,Le'Veon Bell,2540175,0.00,joe,2016,1,00-0030496,2/18/1992
BN,Kelvin Benjamin,2543471,15.10,joe,2016,1,00-0031359,2/5/1991
BN,Alshon Jeffery,2533039,10.50,joe,2016,1,00-0029137,2/14/1990
RES,Teddy Bridgewater,2543465,0.00,joe,2016,1,00-0031237,11/10/1992
K,Mason Crosby,2507232,9.00,joe,2016,1,00-0025580,9/3/1984
DEF,Philadelphia Eagles,100025,11.00,joe,2016,1
QB,Cam Newton,2495455,21.16,jordan,2016,1,00-0027939,5/11/1989
RB,Arian Foster,79555,10.00,jordan,2016,1,00-0026796,8/24/1986
RB,Doug Martin,2532899,9.60,jordan,2016,1,00-0029613,1/13/1989
WR,Travis Benjamin,2532790,3.36,jordan,2016,1,00-0029269,12/29/1989
WR,Mike Evans,2543468,15.90,jordan,2016,1,00-0031408,8/21/1993
TE,Jordan Reed,2540160,6.40,jordan,2016,1,00-0030472,7/3/1990
Q/R/W/T,Jameis Winston,2552033,25.54,jordan,2016,1,00-0031503,1/6/1994
BN,Vincent Jackson,2506400,1.80,jordan,2016,1,00-0023496,1/14/1983
BN,Isaiah Crowell,2550189,13.80,jordan,2016,1,00-0030656,1/8/1993
BN,Alfred Morris,2533457,3.50,jordan,2016,1,00-0029141,12/12/1988
BN,Darren Sproles,2506467,5.16,jordan,2016,1,00-0023564,6/20/1983
BN,Josh Gordon,2537931,0.00,jordan,2016,1,00-0029664,4/13/1991
BN,Allen Hurns,2550353,7.50,jordan,2016,1,00-0030821,11/12/1991
RES,Dion Lewis,2495469,0.00,jordan,2016,1,00-0028087,9/27/1990
K,Matt Prater,2506677,6.00,jordan,2016,1,00-0023853,8/10/1984
DEF,New York Jets,100024,8.00,jordan,2016,1
QB,Ryan Fitzpatrick,2506581,15.06,woody,2016,1,00-0023682,11/24/1982
RB,DeAngelo Williams,2495979,29.10,woody,2016,1,00-0024242,4/25/1983
RB,Adrian Peterson,2507164,3.10,woody,2016,1,00-0025394,3/21/1985
WR,A.J. Green,2495450,24.00,woody,2016,1,00-0027942,7/31/1988
WR,T.Y. Hilton,2532865,7.90,woody,2016,1,00-0029608,11/14/1989
TE,Delanie Walker,2495966,4.20,woody,2016,1,00-0024389,8/12/1984
Q/R/W/T,Ryan Tannehill,2532956,15.14,woody,2016,1,00-0029701,7/27/1988
BN,Markus Wheaton,2539291,0.00,woody,2016,1,00-0030460,2/7/1991
BN,DeMarco Murray,2495207,17.70,woody,2016,1,00-0028009,2/12/1988
BN,Jimmy Garoppolo,2543801,14.06,woody,2016,1,00-0031345,11/2/1991
BN,Jerick McKinnon,2543715,0.90,woody,2016,1,00-0031376,5/3/1992
BN,Jonathan Stewart,949,6.40,woody,2016,1,00-0026153,3/21/1987
K,Chandler Catanzaro,2550325,2.00,woody,2016,1,00-0030896,2/26/1991
DEF,San Francisco 49ers,100029,17.00,woody,2016,1
QB,Aaron Rodgers,2506363,23.56,Keenan,2016,1,00-0023459,12/2/1983
RB,Jeremy Langford,2552379,12.30,Keenan,2016,1,00-0031569,12/6/1991
RB,Matt Jones,2552635,3.30,Keenan,2016,1,00-0031939,3/7/1993
WR,Doug Baldwin,2530747,15.20,Keenan,2016,1,00-0028434,9/21/1988
WR,Odell Beckham,2543496,7.30,Keenan,2016,1,00-0031235,11/5/1992
TE,Jimmy Graham,497236,1.10,Keenan,2016,1,00-0027696,11/24/1986
Q/R/W/T,Dak Prescott,2555260,10.28,Keenan,2016,1,00-0033077,7/29/1993
BN,Tom Brady,2504211,0.00,Keenan,2016,1,00-0019596,8/3/1977
BN,Jay Ajayi,2552582,0.00,Keenan,2016,1,00-0031590,6/15/1993
BN,Devontae Booker,2555223,-1.20,Keenan,2016,1,00-0032972,5/27/1992
BN,Stefon Diggs,2552608,10.20,Keenan,2016,1,00-0031588,11/29/1993
BN,Laquon Treadwell,2555214,0.00,Keenan,2016,1,00-0032951,6/14/1995
BN,Antonio Gates,2505299,2.00,Keenan,2016,1,00-0021547,6/18/1980
K,Stephen Gostkowski,2506922,12.00,Keenan,2016,1,00-0024333,1/28/1984
DEF,Green Bay Packers,100011,4.00,Keenan,2016,1
QB,Drew Brees,2504775,31.42,BrandonDarcy,2016,1,00-0020531,1/15/1979
RB,Matt Forte,234,15.50,BrandonDarcy,2016,1,00-0026184,12/10/1985
RB,David Johnson,2553435,19.20,BrandonDarcy,2016,1,00-0032187,12/16/1991
WR,Michael Crabtree,71269,10.70,BrandonDarcy,2016,1,00-0026986,9/14/1987
WR,Julian Edelman,238498,8.20,BrandonDarcy,2016,1,00-0027150,5/22/1986
TE,Gary Barnidge,1060,0.00,BrandonDarcy,2016,1,00-0026281,9/22/1985
Q/R/W/T,Matthew Stafford,79860,26.10,BrandonDarcy,2016,1,00-0026498,2/7/1988
BN,Jeremy Maclin,80429,12.20,BrandonDarcy,2016,1,00-0026995,5/11/1988
BN,Robert Griffin III,2533033,9.30,BrandonDarcy,2016,1,00-0029665,2/12/1990
BN,Carlos Hyde,2543743,21.30,BrandonDarcy,2016,1,00-0031045,9/20/1990
BN,Duke Johnson,2552461,5.00,BrandonDarcy,2016,1,00-0032257,9/23/1993
BN,Bilal Powell,2495328,4.80,BrandonDarcy,2016,1,00-0028064,10/27/1988
BN,Donte Moncrief,2543614,12.40,BrandonDarcy,2016,1,00-0031339,8/6/1993
K,Matt Bryant,2504797,10.00,BrandonDarcy,2016,1,00-0020578,5/29/1975
DEF,Carolina Panthers,100004,7.00,BrandonDarcy,2016,1
QB,Eli Manning,2505996,12.32,Matt,2016,2,00-0022803,1/3/1981
RB,Frank Gore,2506404,12.30,Matt,2016,2,00-0023500,5/14/1983
RB,Devonta Freeman,2543583,9.30,Matt,2016,2,00-0031285,3/15/1992
WR,DeSean Jackson,1581,4.00,Matt,2016,2,00-0026189,12/1/1986
WR,Randall Cobb,2495448,4.30,Matt,2016,2,00-0028002,8/22/1990
TE,Greg Olsen,2495700,18.20,Matt,2016,2,00-0025418,3/11/1985
Q/R/W/T,Russell Wilson,2532975,11.56,Matt,2016,2,00-0029263,11/29/1988
BN,Sam Bradford,497095,19.14,Matt,2016,2,00-0027854,11/8/1987
BN,Josh McCown,2505076,14.40,Matt,2016,2,00-0021206,7/4/1979
BN,Tevin Coleman,2552453,13.10,Matt,2016,2,00-0032058,4/16/1993
BN,Derrick Henry,2556075,4.90,Matt,2016,2,00-0032764,7/17/1994
BN,Jarvis Landry,2543488,11.50,Matt,2016,2,00-0031382,11/28/1992
BN,Tyrell Williams,2553913,12.10,Matt,2016,2,00-0032160,2/12/1992
K,Steven Hauschka,2507374,3.00,Matt,2016,2,00-0025944,6/29/1985
DEF,Denver Broncos,100009,19.00,Matt,2016,2
QB,Andrew Luck,2533031,10.08,Kevin,2016,2,00-0029668,9/12/1989
RB,Latavius Murray,2541161,16.10,Kevin,2016,2,00-0030513,1/18/1990
RB,Todd Gurley,2552475,7.00,Kevin,2016,2,00-0032241,8/3/1994
WR,Dez Bryant,497278,10.20,Kevin,2016,2,00-0027902,11/4/1988
WR,Jordan Matthews,2543500,7.10,Kevin,2016,2,00-0031299,7/16/1992
TE,Jesse James,2552633,8.90,Kevin,2016,2,00-0032135,6/4/1994
Q/R/W/T,Matt Ryan,310,27.84,Kevin,2016,2,00-0026143,5/17/1985
BN,Colin Kaepernick,2495186,0.00,Kevin,2016,2,00-0027974,11/3/1987
BN,LeGarrette Blount,497149,18.30,Kevin,2016,2,00-0027325,12/5/1986
BN,Benny Cunningham,2541544,0.90,Kevin,2016,2,00-0029795,7/7/1990
BN,James White,2543773,2.90,Kevin,2016,2,00-0031062,2/3/1992
BN,Michael Floyd,2532841,6.80,Kevin,2016,2,00-0029638,11/27/1989
BN,Marvin Jones,2532884,11.80,Kevin,2016,2,00-0029293,3/12/1990
K,Graham Gano,71309,15.00,Kevin,2016,2,00-0026858,4/9/1987
DEF,New England Patriots,100021,5.00,Kevin,2016,2
QB,Carson Palmer,2505245,24.16,Brock,2016,2,00-0021429,12/27/1979
RB,LeSean McCoy,79607,9.00,Brock,2016,2,00-0027029,7/12/1988
RB,Mark Ingram,2495466,4.70,Brock,2016,2,00-0027966,12/21/1989
WR,Brandon Marshall,2495893,10.10,Brock,2016,2,00-0024334,3/23/1984
WR,Willie Snead,2550256,11.40,Brock,2016,2,00-0030663,10/17/1992
TE,Julius Thomas,2495353,7.10,Brock,2016,2,00-0028067,6/27/1988
Q/R/W/T,Philip Rivers,2506121,23.80,Brock,2016,2,00-0022942,12/8/1981
BN,Christine Michael,2539322,6.60,Brock,2016,2,00-0030432,11/9/1990
BN,Brock Osweiler,2533436,10.42,Brock,2016,2,00-0029682,11/22/1990
BN,Chris Ivory,2507999,0.00,Brock,2016,2,00-0027531,3/22/1988
BN,Tyler Lockett,2552430,9.90,Brock,2016,2,00-0032211,9/28/1992
BN,Mohamed Sanu,2533040,1.90,Brock,2016,2,00-0029632,8/22/1989
K,Roberto Aguayo,2555408,0.00,Brock,2016,2,00-0033102,5/17/1994
DEF,Arizona Cardinals,100026,20.00,Brock,2016,2
BN,Minnesota Vikings,100020,13.00,Brock,2016,2
QB,Derek Carr,2543499,24.96,Michael,2016,2,00-0031280,3/28/1991
RB,Eddie Lacy,2540168,5.00,Michael,2016,2,00-0030485,6/2/1990
RB,Ezekiel Elliott,2555224,12.70,Michael,2016,2,00-0033045,7/22/1995
WR,Emmanuel Sanders,497322,3.90,Michael,2016,2,00-0027685,3/17/1987
WR,Will Fuller,2555346,10.40,Michael,2016,2,00-0033127,4/16/1994
TE,Kyle Rudolph,2495438,9.10,Michael,2016,2,00-0027981,11/9/1989
Q/R/W/T,Andy Dalton,2495143,19.34,Michael,2016,2,00-0027973,10/29/1987
BN,Justin Forsett,927,4.60,Michael,2016,2,00-0026373,10/14/1985
BN,Rob Gronkowski,497240,0.00,Michael,2016,2,00-0027656,5/14/1989
BN,Blaine Gabbert,2495441,20.72,Michael,2016,2,00-0027948,10/15/1989
BN,Larry Fitzgerald,2506106,14.10,Michael,2016,2,00-0022921,8/31/1983
BN,Sterling Shepard,2555295,11.70,Michael,2016,2,00-0032385,2/10/1994
BN,Mike Wallace,2507763,16.10,Michael,2016,2,00-0026901,8/1/1986
K,Sebastian Janikowski,2504257,3.00,Michael,2016,2,00-0019646,3/2/1978
DEF,Houston Texans,100013,14.00,Michael,2016,2
QB,Kirk Cousins,2532820,18.56,Matthew,2016,2,00-0029604,8/19/1988
RB,Spencer Ware,2540204,8.50,Matthew,2016,2,00-0030414,11/23/1991
RB,Thomas Rawls,2553733,0.80,Matthew,2016,2,00-0031897,8/3/1993
WR,Jordy Nelson,1032,13.30,Matthew,2016,2,00-0026176,5/31/1985
WR,Brandin Cooks,2543498,6.80,Matthew,2016,2,00-0031236,9/25/1993
TE,Eric Ebron,2543466,5.30,Matthew,2016,2,00-0031387,4/10/1993
Q/R/W/T,Julio Jones,2495454,16.60,Matthew,2016,2,00-0027944,2/3/1989
BN,Jamaal Charles,925,0.00,Matthew,2016,2,00-0026213,12/27/1986
BN,Eric Decker,497284,18.60,Matthew,2016,2,00-0027690,3/15/1987
BN,Charles Sims,2543770,2.80,Matthew,2016,2,00-0031390,9/19/1990
BN,Trevor Siemian,2553457,11.34,Matthew,2016,2,00-0032156,12/26/1991
BN,Giovani Bernard,2540156,15.70,Matthew,2016,2,00-0030456,11/22/1991
BN,Jeremy Hill,2543603,5.90,Matthew,2016,2,00-0031301,10/20/1992
K,Dan Bailey,2495259,9.00,Matthew,2016,2,00-0028660,1/26/1988
DEF,Kansas City Chiefs,100016,7.00,Matthew,2016,2
QB,Joe Flacco,382,16.18,Eric,2016,2,00-0026158,1/16/1985
RB,Lamar Miller,2533034,9.70,Eric,2016,2,00-0029615,4/25/1991
RB,C.J. Anderson,2540269,15.30,Eric,2016,2,00-0029854,2/10/1991
WR,Victor Cruz,2507855,7.10,Eric,2016,2,00-0027265,11/11/1986
WR,Antonio Brown,2508061,4.26,Eric,2016,2,00-0027793,7/10/1988
TE,Austin Seferian-Jenkins,2543683,1.40,Eric,2016,2,00-0031418,9/29/1992
Q/R/W/T,Marcus Mariota,2552466,16.62,Eric,2016,2,00-0032268,10/30/1993
BN,Shane Vereen,2495473,4.60,Eric,2016,2,00-0027994,3/2/1989
BN,Coby Fleener,2532838,2.90,Eric,2016,2,00-0029697,9/20/1988
BN,Case Keenum,2532888,10.06,Eric,2016,2,00-0028986,2/17/1988
BN,Jalen Richard,2556885,3.18,Eric,2016,2,00-0033025,10/15/1993
BN,Golden Tate,497326,1.30,Eric,2016,2,00-0027891,8/2/1988
BN,Sammy Watkins,2543457,2.00,Eric,2016,2,00-0031325,6/14/1993
K,Justin Tucker,2536340,12.00,Eric,2016,2,00-0029597,11/21/1989
DEF,Baltimore Ravens,100002,9.00,Eric,2016,2
QB,Ben Roethlisberger,2506109,19.76,Daniel,2016,2,00-0022924,3/2/1982
RB,Rashad Jennings,71345,4.00,Daniel,2016,2,00-0027155,3/26/1985
RB,T.J. Yeldon,2552471,3.80,Daniel,2016,2,00-0032209,10/2/1993
WR,Allen Robinson,2543509,5.40,Daniel,2016,2,00-0031428,8/24/1993
WR,Amari Cooper,2552487,7.10,Daniel,2016,2,00-0031544,6/17/1994
TE,Dwayne Allen,2533046,2.50,Daniel,2016,2,00-0029689,2/24/1990
Q/R/W/T,Blake Bortles,2543477,18.56,Daniel,2016,2,00-0031407,4/28/1992
BN,Tony Romo,2505354,0.00,Daniel,2016,2,00-0021678,4/21/1980
BN,Carson Wentz,2555259,12.60,Daniel,2016,2,00-0032950,12/30/1992
BN,Melvin Gordon,2552469,18.00,Daniel,2016,2,00-0032144,4/13/1993
BN,DeAndre Washington,2555464,5.20,Daniel,2016,2,00-0032940,2/22/1993
BN,John Brown,2543847,1.54,Daniel,2016,2,00-0031051,4/3/1990
BN,Tyler Eifert,2540148,0.00,Daniel,2016,2,00-0030549,9/8/1990
K,Adam Vinatieri,2503471,9.00,Daniel,2016,2,00-0016919,12/28/1972
DEF,Seattle Seahawks,100030,7.00,Daniel,2016,2
QB,Alex Smith,2506340,3.64,joe,2016,2,00-0023436,5/7/1984
RB,Danny Woodhead,4327,3.10,joe,2016,2,00-0026019,1/25/1985
RB,Ryan Mathews,497188,15.50,joe,2016,2,00-0027864,10/10/1987
WR,Alshon Jeffery,2533039,9.60,joe,2016,2,00-0029137,2/14/1990
WR,DeAndre Hopkins,2540165,17.30,joe,2016,2,00-0030564,6/6/1992
TE,Travis Kelce,2540258,3.40,joe,2016,2,00-0030506,10/5/1989
Q/R/W/T,Tyrod Taylor,2495240,24.38,joe,2016,2,00-0028118,8/3/1989
BN,James Starks,497206,1.90,joe,2016,2,00-0027791,2/25/1986
BN,Jay Cutler,2495824,2.28,joe,2016,2,00-0024226,4/29/1983
BN,Ameer Abdullah,2552374,3.80,joe,2016,2,00-0032104,6/13/1993
BN,Le'Veon Bell,2540175,0.00,joe,2016,2,00-0030496,2/18/1992
BN,Kelvin Benjamin,2543471,22.80,joe,2016,2,00-0031359,2/5/1991
BN,Demaryius Thomas,497328,11.00,joe,2016,2,00-0027874,12/25/1987
RES,Teddy Bridgewater,2543465,0.00,joe,2016,2,00-0031237,11/10/1992
K,Mason Crosby,2507232,2.00,joe,2016,2,00-0025580,9/3/1984
DEF,Philadelphia Eagles,100025,11.00,joe,2016,2
QB,Cam Newton,2495455,29.82,jordan,2016,2,00-0027939,5/11/1989
RB,Arian Foster,79555,0.90,jordan,2016,2,00-0026796,8/24/1986
RB,Doug Martin,2532899,2.30,jordan,2016,2,00-0029613,1/13/1989
WR,Travis Benjamin,2532790,23.82,jordan,2016,2,00-0029269,12/29/1989
WR,Mike Evans,2543468,13.00,jordan,2016,2,00-0031408,8/21/1993
TE,Jordan Reed,2540160,7.00,jordan,2016,2,00-0030472,7/3/1990
Q/R/W/T,Jameis Winston,2552033,4.62,jordan,2016,2,00-0031503,1/6/1994
BN,Vincent Jackson,2506400,4.40,jordan,2016,2,00-0023496,1/14/1983
BN,Jared Goff,2555334,0.00,jordan,2016,2,00-0033106,10/14/1994
BN,Isaiah Crowell,2550189,20.80,jordan,2016,2,00-0030656,1/8/1993
BN,Alfred Morris,2533457,6.70,jordan,2016,2,00-0029141,12/12/1988
BN,Josh Gordon,2537931,0.00,jordan,2016,2,00-0029664,4/13/1991
BN,Allen Hurns,2550353,6.40,jordan,2016,2,00-0030821,11/12/1991
RES,Dion Lewis,2495469,0.00,jordan,2016,2,00-0028087,9/27/1990
K,Matt Prater,2506677,7.00,jordan,2016,2,00-0023853,8/10/1984
DEF,New York Jets,100024,1.00,jordan,2016,2
QB,Ryan Fitzpatrick,2506581,21.06,woody,2016,2,00-0023682,11/24/1982
RB,DeAngelo Williams,2495979,19.20,woody,2016,2,00-0024242,4/25/1983
RB,Adrian Peterson,2507164,2.60,woody,2016,2,00-0025394,3/21/1985
WR,A.J. Green,2495450,3.80,woody,2016,2,00-0027942,7/31/1988
WR,T.Y. Hilton,2532865,4.10,woody,2016,2,00-0029608,11/14/1989
TE,Delanie Walker,2495966,14.30,woody,2016,2,00-0024389,8/12/1984
Q/R/W/T,Ryan Tannehill,2532956,22.98,woody,2016,2,00-0029701,7/27/1988
BN,DeMarco Murray,2495207,14.50,woody,2016,2,00-0028009,2/12/1988
BN,Jimmy Garoppolo,2543801,21.28,woody,2016,2,00-0031345,11/2/1991
BN,Jerick McKinnon,2543715,0.10,woody,2016,2,00-0031376,5/3/1992
BN,Jonathan Stewart,949,1.60,woody,2016,2,00-0026153,3/21/1987
BN,Tajae Sharpe,2555317,3.30,woody,2016,2,00-0032778,12/23/1994
BN,Jason Witten,2505629,5.10,woody,2016,2,00-0022127,5/6/1982
K,Chandler Catanzaro,2550325,9.00,woody,2016,2,00-0030896,2/26/1991
DEF,Oakland Raiders,100018,-6.00,woody,2016,2
QB,Aaron Rodgers,2506363,17.42,Keenan,2016,2,00-0023459,12/2/1983
RB,Theo Riddick,2540020,6.50,Keenan,2016,2,00-0030107,5/4/1991
RB,Jeremy Langford,2552379,7.40,Keenan,2016,2,00-0031569,12/6/1991
WR,Doug Baldwin,2530747,2.00,Keenan,2016,2,00-0028434,9/21/1988
WR,Odell Beckham,2543496,8.60,Keenan,2016,2,00-0031235,11/5/1992
TE,Antonio Gates,2505299,7.50,Keenan,2016,2,00-0021547,6/18/1980
Q/R/W/T,Dak Prescott,2555260,18.28,Keenan,2016,2,00-0033077,7/29/1993
BN,Matt Jones,2552635,12.50,Keenan,2016,2,00-0031939,3/7/1993
BN,Tom Brady,2504211,0.00,Keenan,2016,2,00-0019596,8/3/1977
BN,Jay Ajayi,2552582,2.50,Keenan,2016,2,00-0031590,6/15/1993
BN,Devontae Booker,2555223,5.10,Keenan,2016,2,00-0032972,5/27/1992
BN,Stefon Diggs,2552608,24.20,Keenan,2016,2,00-0031588,11/29/1993
BN,Jimmy Graham,497236,4.20,Keenan,2016,2,00-0027696,11/24/1986
K,Stephen Gostkowski,2506922,6.00,Keenan,2016,2,00-0024333,1/28/1984
DEF,Green Bay Packers,100011,8.00,Keenan,2016,2
QB,Drew Brees,2504775,14.52,BrandonDarcy,2016,2,00-0020531,1/15/1979
RB,Matt Forte,234,28.90,BrandonDarcy,2016,2,00-0026184,12/10/1985
RB,David Johnson,2553435,14.30,BrandonDarcy,2016,2,00-0032187,12/16/1991
WR,Michael Crabtree,71269,9.10,BrandonDarcy,2016,2,00-0026986,9/14/1987
WR,Julian Edelman,238498,7.60,BrandonDarcy,2016,2,00-0027150,5/22/1986
TE,Gary Barnidge,1060,3.70,BrandonDarcy,2016,2,00-0026281,9/22/1985
Q/R/W/T,Matthew Stafford,79860,15.50,BrandonDarcy,2016,2,00-0026498,2/7/1988
BN,Jeremy Maclin,80429,6.80,BrandonDarcy,2016,2,00-0026995,5/11/1988
BN,Robert Griffin III,2533033,0.00,BrandonDarcy,2016,2,00-0029665,2/12/1990
BN,Carlos Hyde,2543743,3.20,BrandonDarcy,2016,2,00-0031045,9/20/1990
BN,Duke Johnson,2552461,5.98,BrandonDarcy,2016,2,00-0032257,9/23/1993
BN,Bilal Powell,2495328,0.30,BrandonDarcy,2016,2,00-0028064,10/27/1988
BN,Donte Moncrief,2543614,0.90,BrandonDarcy,2016,2,00-0031339,8/6/1993
K,Matt Bryant,2504797,9.00,BrandonDarcy,2016,2,00-0020578,5/29/1975
DEF,Carolina Panthers,100004,11.00,BrandonDarcy,2016,2
QB,Eli Manning,2505996,14.00,Matt,2016,3,00-0022803,1/3/1981
RB,Frank Gore,2506404,14.30,Matt,2016,3,00-0023500,5/14/1983
RB,Devonta Freeman,2543583,26.70,Matt,2016,3,00-0031285,3/15/1992
WR,Randall Cobb,2495448,3.30,Matt,2016,3,00-0028002,8/22/1990
WR,Jarvis Landry,2543488,19.86,Matt,2016,3,00-0031382,11/28/1992
TE,Greg Olsen,2495700,6.40,Matt,2016,3,00-0025418,3/11/1985
Q/R/W/T,Russell Wilson,2532975,14.02,Matt,2016,3,00-0029263,11/29/1988
BN,Sam Bradford,497095,10.64,Matt,2016,3,00-0027854,11/8/1987
BN,Tevin Coleman,2552453,26.90,Matt,2016,3,00-0032058,4/16/1993
BN,Kenyan Drake,2555230,4.80,Matt,2016,3,00-0033118,1/26/1994
BN,Derrick Henry,2556075,4.50,Matt,2016,3,00-0032764,7/17/1994
BN,Fozzy Whittaker,2540037,5.60,Matt,2016,3,00-0029731,2/2/1989
BN,DeSean Jackson,1581,15.60,Matt,2016,3,00-0026189,12/1/1986
